filepath,label
dataset/train/sample524.png,0
dataset/train/sample525.png,1
dataset/train/sample526.png,6
dataset/train/sample527.png,6
dataset/train/sample528.png,8
dataset/train/sample529.png,7
dataset/train/sample530.png,0
dataset/train/sample531.png,9
dataset/train/sample532.png,9
dataset/train/sample533.png,9
dataset/train/sample534.png,7
dataset/train/sample535.png,4
dataset/train/sample536.png,3
dataset/train/sample537.png,9
dataset/train/sample538.png,5
dataset/train/sample539.png,9
dataset/train/sample540.png,1
dataset/train/sample541.png,4
dataset/train/sample542.png,1
dataset/train/sample543.png,6
dataset/train/sample544.png,2
dataset/train/sample545.png,2
dataset/train/sample546.png,2
dataset/train/sample547.png,7
dataset/train/sample548.png,7
dataset/train/sample549.png,6
dataset/train/sample550.png,3
dataset/train/sample551.png,7
dataset/train/sample552.png,5
dataset/train/sample553.png,8
dataset/train/sample554.png,6
dataset/train/sample555.png,4
dataset/train/sample556.png,8
dataset/train/sample557.png,4
dataset/train/sample558.png,7
dataset/train/sample559.png,8
dataset/train/sample560.png,6
dataset/train/sample561.png,5
dataset/train/sample562.png,9
dataset/train/sample563.png,9
dataset/train/sample564.png,0
dataset/train/sample565.png,0
dataset/train/sample566.png,2
dataset/train/sample567.png,4
dataset/train/sample568.png,3
dataset/train/sample569.png,7
dataset/train/sample570.png,9
dataset/train/sample571.png,3
dataset/train/sample572.png,1
dataset/train/sample573.png,9
dataset/train/sample574.png,2
dataset/train/sample575.png,7
dataset/train/sample576.png,5
dataset/train/sample577.png,5
dataset/train/sample578.png,4
dataset/train/sample579.png,8
dataset/train/sample580.png,2
dataset/train/sample581.png,7
dataset/train/sample582.png,8
dataset/train/sample583.png,1
dataset/train/sample584.png,2
dataset/train/sample585.png,6
dataset/train/sample586.png,6
dataset/train/sample587.png,8
dataset/train/sample588.png,1
dataset/train/sample589.png,9
dataset/train/sample590.png,6
dataset/train/sample591.png,0
dataset/train/sample592.png,0
dataset/train/sample593.png,5
dataset/train/sample594.png,9
dataset/train/sample595.png,3
dataset/train/sample596.png,3
dataset/train/sample597.png,7
dataset/train/sample598.png,6
dataset/train/sample599.png,1
dataset/train/sample600.png,0
dataset/train/sample601.png,0
dataset/train/sample602.png,6
dataset/train/sample603.png,4
dataset/train/sample604.png,7
dataset/train/sample605.png,5
dataset/train/sample606.png,9
dataset/train/sample607.png,7
dataset/train/sample608.png,9
dataset/train/sample609.png,3
dataset/train/sample610.png,8
dataset/train/sample611.png,8
dataset/train/sample612.png,4
dataset/train/sample613.png,8
dataset/train/sample614.png,5
dataset/train/sample615.png,4
dataset/train/sample616.png,2
dataset/train/sample617.png,2
dataset/train/sample618.png,7
dataset/train/sample619.png,7
dataset/train/sample620.png,5
dataset/train/sample621.png,8
dataset/train/sample622.png,4
dataset/train/sample623.png,6
dataset/train/sample624.png,9
dataset/train/sample625.png,4
dataset/train/sample626.png,3
dataset/train/sample627.png,7
dataset/train/sample628.png,8
dataset/train/sample629.png,7
dataset/train/sample630.png,8
dataset/train/sample631.png,3
dataset/train/sample632.png,7
dataset/train/sample633.png,8
dataset/train/sample634.png,4
dataset/train/sample635.png,7
dataset/train/sample636.png,7
dataset/train/sample637.png,2
dataset/train/sample638.png,2
dataset/train/sample639.png,0
dataset/train/sample640.png,0
dataset/train/sample641.png,0
dataset/train/sample642.png,3
dataset/train/sample643.png,9
dataset/train/sample644.png,1
dataset/train/sample645.png,0
dataset/train/sample646.png,9
dataset/train/sample647.png,8
dataset/train/sample648.png,4
dataset/train/sample649.png,3
dataset/train/sample650.png,9
dataset/train/sample651.png,9
dataset/train/sample652.png,9
dataset/train/sample653.png,8
dataset/train/sample654.png,8
dataset/train/sample655.png,5
dataset/train/sample656.png,4
dataset/train/sample657.png,5
dataset/train/sample658.png,4
dataset/train/sample659.png,9
dataset/train/sample660.png,8
dataset/train/sample661.png,8
dataset/train/sample662.png,0
dataset/train/sample663.png,9
dataset/train/sample664.png,2
dataset/train/sample665.png,0
dataset/train/sample666.png,7
dataset/train/sample667.png,3
dataset/train/sample668.png,7
dataset/train/sample669.png,9
dataset/train/sample670.png,3
dataset/train/sample671.png,8
dataset/train/sample672.png,4
dataset/train/sample673.png,3
dataset/train/sample674.png,7
dataset/train/sample675.png,8
dataset/train/sample676.png,1
dataset/train/sample677.png,4
dataset/train/sample678.png,0
dataset/train/sample679.png,7
dataset/train/sample680.png,9
dataset/train/sample681.png,8
dataset/train/sample682.png,5
dataset/train/sample683.png,5
dataset/train/sample684.png,2
dataset/train/sample685.png,1
dataset/train/sample686.png,3
dataset/train/sample687.png,4
dataset/train/sample688.png,6
dataset/train/sample689.png,7
dataset/train/sample690.png,7
dataset/train/sample691.png,5
dataset/train/sample692.png,9
dataset/train/sample693.png,9
dataset/train/sample694.png,7
dataset/train/sample695.png,8
dataset/train/sample696.png,2
dataset/train/sample697.png,7
dataset/train/sample698.png,4
dataset/train/sample699.png,7
dataset/train/sample700.png,0
dataset/train/sample701.png,3
dataset/train/sample702.png,5
dataset/train/sample703.png,1
dataset/train/sample704.png,1
dataset/train/sample705.png,5
dataset/train/sample706.png,5
dataset/train/sample707.png,2
dataset/train/sample708.png,8
dataset/train/sample709.png,3
dataset/train/sample710.png,5
dataset/train/sample711.png,9
dataset/train/sample712.png,0
dataset/train/sample713.png,7
dataset/train/sample714.png,3
dataset/train/sample715.png,0
dataset/train/sample716.png,0
dataset/train/sample717.png,7
dataset/train/sample718.png,1
dataset/train/sample719.png,9
dataset/train/sample720.png,4
dataset/train/sample721.png,8
dataset/train/sample722.png,9
dataset/train/sample723.png,1
dataset/train/sample724.png,8
dataset/train/sample725.png,3
dataset/train/sample726.png,4
dataset/train/sample727.png,7
dataset/train/sample728.png,7
dataset/train/sample729.png,7
dataset/train/sample730.png,1
dataset/train/sample731.png,4
dataset/train/sample732.png,0
dataset/train/sample733.png,4
dataset/train/sample734.png,5
dataset/train/sample735.png,8
dataset/train/sample736.png,8
dataset/train/sample737.png,6
dataset/train/sample738.png,5
dataset/train/sample739.png,7
dataset/train/sample740.png,1
dataset/train/sample741.png,0
dataset/train/sample742.png,2
dataset/train/sample743.png,4
dataset/train/sample744.png,9
dataset/train/sample745.png,0
dataset/train/sample746.png,9
dataset/train/sample747.png,8
dataset/train/sample748.png,6
dataset/train/sample749.png,2
dataset/train/sample750.png,8
dataset/train/sample751.png,1
dataset/train/sample752.png,4
dataset/train/sample753.png,1
dataset/train/sample754.png,1
dataset/train/sample755.png,2
dataset/train/sample756.png,3
dataset/train/sample757.png,3
dataset/train/sample758.png,8
dataset/train/sample759.png,9
dataset/train/sample760.png,5
dataset/train/sample761.png,1
dataset/train/sample762.png,6
dataset/train/sample763.png,4
dataset/train/sample764.png,5
dataset/train/sample765.png,9
dataset/train/sample766.png,6
dataset/train/sample767.png,2
dataset/train/sample768.png,8
dataset/train/sample769.png,8
dataset/train/sample770.png,7
dataset/train/sample771.png,0
dataset/train/sample772.png,1
dataset/train/sample773.png,6
dataset/train/sample774.png,5
dataset/train/sample775.png,5
dataset/train/sample776.png,6
dataset/train/sample777.png,5
dataset/train/sample778.png,4
dataset/train/sample779.png,6
dataset/train/sample780.png,0
dataset/train/sample781.png,6
dataset/train/sample782.png,1
dataset/train/sample783.png,1
dataset/train/sample784.png,5
dataset/train/sample785.png,7
dataset/train/sample786.png,6
dataset/train/sample787.png,5
dataset/train/sample788.png,4
dataset/train/sample789.png,0
dataset/train/sample790.png,6
dataset/train/sample791.png,0
dataset/train/sample792.png,7
dataset/train/sample793.png,2
dataset/train/sample794.png,8
dataset/train/sample795.png,9
dataset/train/sample796.png,1
dataset/train/sample797.png,6
dataset/train/sample798.png,7
dataset/train/sample799.png,1
dataset/train/sample800.png,9
dataset/train/sample801.png,8
dataset/train/sample802.png,3
dataset/train/sample803.png,5
dataset/train/sample804.png,7
dataset/train/sample805.png,1
dataset/train/sample806.png,1
dataset/train/sample807.png,9
dataset/train/sample808.png,0
dataset/train/sample809.png,6
dataset/train/sample810.png,4
dataset/train/sample811.png,8
dataset/train/sample812.png,0
dataset/train/sample813.png,9
dataset/train/sample814.png,5
dataset/train/sample815.png,0
dataset/train/sample816.png,0
dataset/train/sample817.png,1
dataset/train/sample818.png,8
dataset/train/sample819.png,7
dataset/train/sample820.png,6
dataset/train/sample821.png,7
dataset/train/sample822.png,9
dataset/train/sample823.png,0
dataset/train/sample824.png,3
dataset/train/sample825.png,0
dataset/train/sample826.png,1
dataset/train/sample827.png,3
dataset/train/sample828.png,8
dataset/train/sample829.png,0
dataset/train/sample830.png,0
dataset/train/sample831.png,1
dataset/train/sample832.png,7
dataset/train/sample833.png,4
dataset/train/sample834.png,7
dataset/train/sample835.png,3
dataset/train/sample836.png,7
dataset/train/sample837.png,0
dataset/train/sample838.png,6
dataset/train/sample839.png,0
dataset/train/sample840.png,2
dataset/train/sample841.png,3
dataset/train/sample842.png,4
dataset/train/sample843.png,5
dataset/train/sample844.png,9
dataset/train/sample845.png,5
dataset/train/sample846.png,2
dataset/train/sample847.png,8
dataset/train/sample848.png,7
dataset/train/sample849.png,0
dataset/train/sample850.png,1
dataset/train/sample851.png,4
dataset/train/sample852.png,1
dataset/train/sample853.png,8
dataset/train/sample854.png,3
dataset/train/sample855.png,2
dataset/train/sample856.png,7
dataset/train/sample857.png,5
dataset/train/sample858.png,0
dataset/train/sample859.png,9
dataset/train/sample860.png,6
dataset/train/sample861.png,6
dataset/train/sample862.png,9
dataset/train/sample863.png,3
dataset/train/sample864.png,1
dataset/train/sample865.png,1
dataset/train/sample866.png,9
dataset/train/sample867.png,9
dataset/train/sample868.png,3
dataset/train/sample869.png,9
dataset/train/sample870.png,7
dataset/train/sample871.png,3
dataset/train/sample872.png,1
dataset/train/sample873.png,9
dataset/train/sample874.png,1
dataset/train/sample875.png,6
dataset/train/sample876.png,3
dataset/train/sample877.png,0
dataset/train/sample878.png,4
dataset/train/sample879.png,8
dataset/train/sample880.png,0
dataset/train/sample881.png,6
dataset/train/sample882.png,6
dataset/train/sample883.png,2
dataset/train/sample884.png,9
dataset/train/sample885.png,1
dataset/train/sample886.png,9
dataset/train/sample887.png,8
dataset/train/sample888.png,3
dataset/train/sample889.png,4
dataset/train/sample890.png,7
dataset/train/sample891.png,2
dataset/train/sample892.png,0
dataset/train/sample893.png,0
dataset/train/sample894.png,8
dataset/train/sample895.png,6
dataset/train/sample896.png,9
dataset/train/sample897.png,1
dataset/train/sample898.png,2
dataset/train/sample899.png,5
dataset/train/sample900.png,2
dataset/train/sample901.png,8
dataset/train/sample902.png,5
dataset/train/sample903.png,6
dataset/train/sample904.png,7
dataset/train/sample905.png,0
dataset/train/sample906.png,6
dataset/train/sample907.png,8
dataset/train/sample908.png,7
dataset/train/sample909.png,1
dataset/train/sample910.png,0
dataset/train/sample911.png,3
dataset/train/sample912.png,4
dataset/train/sample913.png,7
dataset/train/sample914.png,5
dataset/train/sample915.png,2
dataset/train/sample916.png,5
dataset/train/sample917.png,1
dataset/train/sample918.png,1
dataset/train/sample919.png,5
dataset/train/sample920.png,7
dataset/train/sample921.png,5
dataset/train/sample922.png,1
dataset/train/sample923.png,4
dataset/train/sample924.png,9
dataset/train/sample925.png,6
dataset/train/sample926.png,7
dataset/train/sample927.png,5
dataset/train/sample928.png,7
dataset/train/sample929.png,3
dataset/train/sample930.png,8
dataset/train/sample931.png,2
dataset/train/sample932.png,9
dataset/train/sample933.png,4
dataset/train/sample934.png,2
dataset/train/sample935.png,5
dataset/train/sample936.png,5
dataset/train/sample937.png,7
dataset/train/sample938.png,4
dataset/train/sample939.png,2
dataset/train/sample940.png,6
dataset/train/sample941.png,9
dataset/train/sample942.png,0
dataset/train/sample943.png,5
dataset/train/sample944.png,3
dataset/train/sample945.png,6
dataset/train/sample946.png,9
dataset/train/sample947.png,5
dataset/train/sample948.png,3
dataset/train/sample949.png,6
dataset/train/sample950.png,0
dataset/train/sample951.png,3
dataset/train/sample952.png,5
dataset/train/sample953.png,7
dataset/train/sample954.png,1
dataset/train/sample955.png,2
dataset/train/sample956.png,5
dataset/train/sample957.png,7
dataset/train/sample958.png,8
dataset/train/sample959.png,1
dataset/train/sample960.png,6
dataset/train/sample961.png,3
dataset/train/sample962.png,9
dataset/train/sample963.png,7
dataset/train/sample964.png,7
dataset/train/sample965.png,0
dataset/train/sample966.png,4
dataset/train/sample967.png,0
dataset/train/sample968.png,8
dataset/train/sample969.png,7
dataset/train/sample970.png,6
dataset/train/sample971.png,9
dataset/train/sample972.png,0
dataset/train/sample973.png,2
dataset/train/sample974.png,7
dataset/train/sample975.png,6
dataset/train/sample976.png,0
dataset/train/sample977.png,4
dataset/train/sample978.png,7
dataset/train/sample979.png,4
dataset/train/sample980.png,1
dataset/train/sample981.png,2
dataset/train/sample982.png,6
dataset/train/sample983.png,7
dataset/train/sample984.png,8
dataset/train/sample985.png,2
dataset/train/sample986.png,5
dataset/train/sample987.png,6
dataset/train/sample988.png,0
dataset/train/sample989.png,2
dataset/train/sample990.png,9
dataset/train/sample991.png,8
dataset/train/sample992.png,5
dataset/train/sample993.png,4
dataset/train/sample994.png,5
dataset/train/sample995.png,7
dataset/train/sample996.png,3
dataset/train/sample997.png,3
dataset/train/sample998.png,9
